,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
0,0.0,0.9219735182849937,0.0,0.0201765447667087,0.05674653215636822,0.00015762925598991173,0.0,0.00015762925598991173,0.00015762925598991173,0.0,0.00015762925598991173,0.0,0.00015762925598991173,0.0,0.0,0.00015762925598991173,0.0,0.0,0.00015762925598991173
1,0.0001518141794443601,0.6957643843935023,0.22893578260209504,0.019432214968878092,0.05465310459996964,0.0001518141794443601,0.0,0.0001518141794443601,0.0,0.0001518141794443601,0.0001518141794443601,0.0,0.0001518141794443601,0.0,0.0001518141794443601,0.0,0.0001518141794443601,0.0,0.0
2,0.0,0.873871249635887,0.0,0.019225167491989513,0.10486454995630644,0.00029129041654529564,0.0,0.00029129041654529564,0.0,0.00029129041654529564,0.00029129041654529564,0.0,0.0,0.00029129041654529564,0.0,0.00029129041654529564,0.0,0.0,0.00029129041654529564
3,0.0,0.4758658806190125,0.4344141488577745,0.02210759027266028,0.06632277081798084,0.00018422991893883567,0.0,0.00018422991893883567,0.0,0.00018422991893883567,0.0,0.00018422991893883567,0.00018422991893883567,0.0,0.0,0.00018422991893883567,0.0,0.0,0.00018422991893883567
4,0.0,0.9219422249539029,0.0,0.02166564228641672,0.05531653349723417,0.00015365703749231714,0.0,0.00015365703749231714,0.00015365703749231714,0.0,0.00015365703749231714,0.0,0.00015365703749231714,0.0,0.0,0.00015365703749231714,0.0,0.0,0.00015365703749231714
5,0.00019514098936481607,0.5285393696946044,0.4094057956873841,0.026051322080202947,0.035125378085666896,9.757049468240804e-05,0.0,9.757049468240804e-05,0.0,9.757049468240804e-05,9.757049468240804e-05,0.0,0.0,9.757049468240804e-05,0.0,9.757049468240804e-05,0.0,0.0,9.757049468240804e-05
6,0.0,0.5411737415912782,0.3516585479007191,0.02203665042913477,0.08350730688935282,0.00023196474135931338,0.0,0.00023196474135931338,0.0,0.00023196474135931338,0.0,0.00023196474135931338,0.00023196474135931338,0.0,0.0,0.00023196474135931338,0.0,0.0,0.00023196474135931338
7,0.0,0.5006596306068601,0.4129287598944591,0.026055408970976253,0.059366754617414245,0.0,0.0,0.00016490765171503957,0.0,0.00016490765171503957,0.00016490765171503957,0.0,0.00016490765171503957,0.0,0.00016490765171503957,0.0,0.0,0.00016490765171503957,0.0
8,0.00032954358213873783,0.6600757950238919,0.25144175317185696,0.02768166089965398,0.05931784478497281,0.00016477179106936892,0.0,0.00016477179106936892,0.0,0.00016477179106936892,0.00016477179106936892,0.0,0.00016477179106936892,0.0,0.0,0.00016477179106936892,0.0,0.0,0.00016477179106936892
9,0.0004609356994699239,0.7374971191518783,0.1613274948144734,0.01613274948144734,0.08296842590458631,0.00023046784973496196,0.0,0.00023046784973496196,0.0,0.00023046784973496196,0.00023046784973496196,0.0,0.00023046784973496196,0.0,0.0,0.00023046784973496196,0.0,0.0,0.00023046784973496196
10,0.00041511000415110004,0.518887505188875,0.38190120381901205,0.02262349522623495,0.074719800747198,0.00020755500207555002,0.0,0.00020755500207555002,0.0,0.00020755500207555002,0.00020755500207555002,0.0,0.00020755500207555002,0.0,0.0,0.00020755500207555002,0.0,0.0,0.00020755500207555002
